Head,Relation,Tail
국소성,related_to,합쳐지며
국소성,related_to,갈색
국소성,related_to,착색
국소성,related_to,남기고
국소성,related_to,손목
국소성,related_to,발목으로도
국소성,has_symptom,증상
국소성,related_to,확장됩니다
국소성,related_to,다음
국소성,related_to,가장
국소성,related_to,가능성
국소성,has_symptom,진단
국소성,related_to,무엇인가요
국소성,related_to,알레르기성
국소성,has_symptom,접촉피부염
국소성,related_to,손발바닥
국소성,related_to,무좀
국소성,related_to,국소성
국소성,related_to,농포성
국소성,related_to,건선
국소성,has_symptom,한포진
국소성,related_to,만성
국소성,has_symptom,습진
가시흑색종,related_to,남아
가시흑색종,related_to,소아당뇨
가시흑색종,related_to,앓고
가시흑색종,related_to,있으며
가시흑색종,related_to,겨드랑이
가시흑색종,related_to,갈색
가시흑색종,related_to,두꺼운
가시흑색종,has_symptom,판상
가시흑색종,has_symptom,병변
가시흑색종,related_to,나타났습니다
가시흑색종,related_to,환자
가시흑색종,has_symptom,병변
가시흑색종,related_to,대한
가시흑색종,related_to,가능한
가시흑색종,has_symptom,진단
가시흑색종,related_to,무엇인가요
가시흑색종,has_symptom,염증후
가시흑색종,related_to,색소
가시흑색종,related_to,침착
가시흑색종,has_symptom,아토피피부염
가시흑색종,related_to,어루러기
가시흑색종,related_to,가시흑색종
가시흑색종,has_symptom,백반증
건선,related_to,남성
건선,related_to,전신
건선,has_symptom,각질
건선,related_to,발적
건선,has_symptom,동반된
건선,has_symptom,병변
건선,has_symptom,반복적
건선,related_to,생겨
건선,related_to,내원하였다
건선,related_to,가을
건선,related_to,겨울
건선,related_to,악화되며
건선,related_to,특히
건선,related_to,팔꿈치
건선,related_to,무릎
건선,related_to,호발하고
건선,has_symptom,홍반
건선,related_to,비늘
건선,related_to,겹겹
건선,related_to,쌓인
건선,has_symptom,병변
건선,related_to,확인되었다
건선,related_to,환자
건선,related_to,가장
건선,related_to,가능성
건선,has_symptom,진단명
건선,related_to,무엇인가
건선,related_to,건선
건선,related_to,자극성
건선,related_to,접촉성
건선,has_symptom,피부염
건선,related_to,아토피
건선,has_symptom,피부염
건선,related_to,편평태선
건선,related_to,지루성
건선,has_symptom,피부염
반점,related_to,피부
반점,related_to,표면
반점,related_to,융기나
반점,related_to,함몰
반점,related_to,없고
반점,related_to,직경
반점,related_to,이하로
반점,related_to,색조
반점,related_to,변화만
반점,related_to,나타나
반점,has_symptom,병변
반점,related_to,지칭하
반점,has_symptom,원발진
반점,related_to,종류
반점,related_to,무엇인가
베체트병,related_to,남자
베체트병,related_to,구강
베체트병,related_to,점막
베체트병,related_to,궤양
베체트병,related_to,외음부
베체트병,related_to,궤양
베체트병,related_to,주소로
베체트병,related_to,내원하였다
베체트병,related_to,구강
베체트병,related_to,점막
베체트병,has_symptom,병변
베체트병,related_to,경계
베체트병,related_to,명확했고
베체트병,related_to,최근
베체트병,related_to,1년간
베체트병,related_to,재발하였다고
베체트병,related_to,한다
베체트병,related_to,음낭에서도
베체트병,related_to,유사한
베체트병,has_symptom,양상
베체트병,related_to,궤양
베체트병,has_symptom,병변
베체트병,related_to,발견되었다
베체트병,related_to,환자
베체트병,related_to,1개월
베체트병,related_to,안과
베체트병,has_symptom,포도막염
베체트병,has_symptom,진단받
베체트병,related_to,과거력
베체트병,related_to,있었다
베체트병,related_to,피부
베체트병,related_to,01ml
베체트병,has_symptom,식염수
베체트병,related_to,주사한
베체트병,related_to,고름물집
베체트병,related_to,형성된
베체트병,related_to,확인할
베체트병,related_to,있었다
베체트병,related_to,환자
베체트병,has_symptom,진단
베체트병,related_to,가장
베체트병,related_to,가능성
베체트병,related_to,것은
베체트병,has_symptom,베체트병
베체트병,related_to,Behcets
베체트병,related_to,disease
베체트병,has_symptom,전신홍반루푸스
베체트병,related_to,Systemic
베체트병,related_to,lupus
베체트병,related_to,erythematosus
베체트병,related_to,라이터
베체트병,has_symptom,증후군
베체트병,related_to,Reiters
베체트병,related_to,syndrome
베체트병,has_symptom,단순포진
베체트병,related_to,Herpes
베체트병,related_to,simplex
베체트병,has_symptom,크론병
베체트병,related_to,Crohns
베체트병,related_to,disease
옴,related_to,남자
옴,related_to,환자
옴,related_to,손가락
옴,related_to,사이
옴,related_to,손목
옴,related_to,무릎
옴,related_to,팔꿈치
옴,related_to,겨드랑이
옴,related_to,엉덩이
옴,related_to,심한
옴,has_symptom,가려움증
옴,has_symptom,동반한
옴,has_symptom,구진
옴,related_to,주소로
옴,related_to,내원하였다
옴,has_symptom,가려움증
옴,related_to,심해지
옴,has_symptom,양상
옴,related_to,보였으며
옴,related_to,환자
옴,related_to,최근
옴,related_to,장기
옴,has_symptom,요양병원
옴,related_to,의료인
옴,related_to,근무했다고
옴,related_to,한다
옴,related_to,환자에게
옴,related_to,가장
옴,related_to,먼저
옴,related_to,시행해야
옴,related_to,검사
옴,related_to,무엇인가
옴,related_to,KOH
옴,related_to,검사
옴,related_to,알레르기
옴,related_to,피부
옴,has_symptom,반응
옴,related_to,검사
옴,related_to,혈청
옴,related_to,IgE
옴,related_to,검사
옴,related_to,피부
옴,related_to,생검
옴,has_symptom,진균
옴,related_to,배양
옴,related_to,검사
알레르기,related_to,남자
알레르기,related_to,환자
알레르기,related_to,시계
알레르기,related_to,착용하
알레르기,related_to,부위
알레르기,has_symptom,홍반성
알레르기,has_symptom,병변
알레르기,related_to,발생하였다
알레르기,related_to,환자
알레르기,related_to,시계
알레르기,related_to,구입하여
알레르기,related_to,꾸준히
알레르기,related_to,착용하였다고
알레르기,related_to,한다
알레르기,related_to,신체
알레르기,has_symptom,진찰
알레르기,related_to,결과
알레르기,related_to,배꼽
알레르기,related_to,아래에
알레르기,related_to,가려움
알레르기,has_symptom,동반하
알레르기,related_to,약간
알레르기,related_to,색소
알레르기,related_to,침착
알레르기,related_to,둥근
알레르기,has_symptom,습진성
알레르기,has_symptom,병변
알레르기,related_to,관찰되었다
알레르기,related_to,환자
알레르기,has_symptom,진단
알레르기,related_to,가장
알레르기,related_to,가능성
알레르기,related_to,무엇인가
알레르기,related_to,알레르기
알레르기,related_to,접촉
알레르기,has_symptom,피부염
알레르기,related_to,아토피
알레르기,has_symptom,피부염
알레르기,related_to,건선
알레르기,related_to,지루성
알레르기,has_symptom,피부염
알레르기,related_to,곤충
알레르기,related_to,물림
알레르기,has_symptom,반응
혈관부종,related_to,여자
혈관부종,related_to,안면부
혈관부종,related_to,부종
혈관부종,related_to,주소로
혈관부종,related_to,내원하였다
혈관부종,related_to,입술
혈관부종,related_to,눈두덩이
혈관부종,related_to,갑자기
혈관부종,related_to,크게
혈관부종,related_to,부풀어
혈관부종,related_to,올랐으며
혈관부종,has_symptom,가려움증
혈관부종,related_to,호소하지
혈관부종,related_to,않았다
혈관부종,related_to,환자
혈관부종,related_to,메스꺼움
혈관부종,related_to,호소하였으며
혈관부종,related_to,이전
혈관부종,related_to,비슷한
혈관부종,has_symptom,증상
혈관부종,related_to,호흡곤란
혈관부종,related_to,적도
혈관부종,related_to,있다고
혈관부종,related_to,하였다
혈관부종,related_to,환자
혈관부종,related_to,아버지도
혈관부종,related_to,유사한
혈관부종,has_symptom,병력
혈관부종,related_to,있다고
혈관부종,related_to,하였다
혈관부종,related_to,환자
혈관부종,has_symptom,진단
혈관부종,related_to,가장
혈관부종,related_to,가능성
혈관부종,related_to,것은
혈관부종,related_to,알레르기성
혈관부종,related_to,접촉
혈관부종,has_symptom,피부염
혈관부종,related_to,혈관부종angioedema
혈관부종,related_to,아토피
혈관부종,has_symptom,피부염
혈관부종,related_to,전신성
혈관부종,has_symptom,홍반성
혈관부종,related_to,루푸스
혈관부종,has_symptom,갑상선
혈관부종,related_to,기능
혈관부종,has_symptom,저하증
콜린성,related_to,남자
콜린성,has_symptom,몸통
콜린성,related_to,팔다리
콜린성,related_to,발생한
콜린성,related_to,피부
콜린성,has_symptom,병변
콜린성,related_to,주소로
콜린성,related_to,내원하였다
콜린성,related_to,환자
콜린성,has_symptom,병변
콜린성,related_to,부위
콜린성,related_to,따가움
콜린성,related_to,호소하였으며
콜린성,related_to,온천욕
콜린성,has_symptom,증상
콜린성,related_to,발생하였고
콜린성,related_to,이전에도
콜린성,related_to,장시간
콜린성,related_to,운동
콜린성,related_to,비슷한
콜린성,has_symptom,증상
콜린성,related_to,겪었으나
콜린성,related_to,내로
콜린성,related_to,사라졌다고
콜린성,related_to,하였다
콜린성,related_to,피부에서
콜린성,related_to,크기
콜린성,has_symptom,팽진
콜린성,related_to,다수
콜린성,related_to,관찰되었다
콜린성,related_to,환자
콜린성,has_symptom,진단
콜린성,related_to,가장
콜린성,related_to,가능성
콜린성,related_to,무엇인가
콜린성,related_to,접촉성
콜린성,has_symptom,피부염
콜린성,related_to,콜린성
콜린성,related_to,두드러기
콜린성,related_to,아토피
콜린성,has_symptom,피부염
콜린성,related_to,한랭
콜린성,related_to,두드러기
콜린성,related_to,건선
홍역,related_to,남아
홍역,related_to,393도
홍역,related_to,고열
홍역,related_to,전신
홍역,has_symptom,피부발진
홍역,related_to,주소로
홍역,related_to,내원하였다
홍역,has_symptom,피부발진
홍역,related_to,나타나기
홍역,related_to,입점막
홍역,related_to,크기
홍역,related_to,흰색
홍역,has_symptom,구진
홍역,related_to,관찰되었으며
홍역,related_to,콧물
홍역,related_to,기침
홍역,has_symptom,결막염
홍역,related_to,전구
홍역,has_symptom,증상
홍역,related_to,있었다
홍역,has_symptom,발진
홍역,has_symptom,홍반구진
홍역,related_to,형태로
홍역,related_to,앞이마
홍역,related_to,머리선
홍역,related_to,따라
홍역,related_to,먼저
홍역,related_to,생긴
홍역,related_to,얼굴
홍역,related_to,퍼졌고
홍역,related_to,이후
홍역,has_symptom,몸통
홍역,related_to,팔다리로
홍역,related_to,확산되었다
홍역,related_to,환자
홍역,has_symptom,진단
홍역,related_to,가장
홍역,related_to,가능성
홍역,related_to,무엇인가
홍역,has_symptom,풍진rubella
홍역,related_to,수두varicella
홍역,related_to,홍역measles
홍역,related_to,성홍열scarlet
홍역,related_to,fever
홍역,has_symptom,가와사키병Kawasaki
홍역,related_to,disease
아쿠아포린,related_to,피부
아쿠아포린,has_symptom,각질층
아쿠아포린,related_to,수분
아쿠아포린,related_to,글리세롤
아쿠아포린,related_to,이동
아쿠아포린,related_to,조절하
아쿠아포린,has_symptom,단백질
아쿠아포린,related_to,무엇인가
피부의,related_to,피부
피부의,related_to,과립층
피부의,related_to,물리적
피부의,related_to,장벽
피부의,related_to,역할
피부의,related_to,하며
피부의,related_to,동시
피부의,related_to,면역세포인
피부의,related_to,랑게르한스세포
피부의,has_symptom,수상돌기
피부의,has_symptom,통과하여
피부의,related_to,항원
피부의,related_to,획득하
피부의,related_to,관여하
피부의,related_to,구조
피부의,related_to,무엇인가
조갑박리,has_symptom,건선관절염
조갑박리,has_symptom,동반되
조갑박리,related_to,손발톱
조갑박리,related_to,변화
조갑박리,has_symptom,건선척추염psoriatic
조갑박리,related_to,spondyloarthritis
조갑박리,related_to,가장
조갑박리,related_to,관련성
조갑박리,related_to,무엇인가
조갑박리,related_to,조갑박리onycholysis
조갑박리,related_to,조갑함몰pitting
조갑박리,related_to,조갑비후nail
조갑박리,related_to,thickening
조갑박리,related_to,조갑변색nail
조갑박리,related_to,discoloration
조갑박리,has_symptom,조갑균열nail
조갑박리,related_to,cracking
Parvovirus,related_to,남아
Parvovirus,related_to,미열
Parvovirus,related_to,권태감
Parvovirus,has_symptom,두통
Parvovirus,related_to,뚜렷한
Parvovirus,has_symptom,홍반
Parvovirus,related_to,발생하였다
Parvovirus,related_to,이후
Parvovirus,has_symptom,증상
Parvovirus,has_symptom,사라진
Parvovirus,has_symptom,몸통
Parvovirus,related_to,팔다리
Parvovirus,has_symptom,망상형
Parvovirus,has_symptom,홍반성
Parvovirus,has_symptom,반점
Parvovirus,has_symptom,구진
Parvovirus,related_to,나타났다
Parvovirus,has_symptom,질환
Parvovirus,related_to,원인
Parvovirus,has_symptom,병원체
Parvovirus,related_to,무엇인가
Parvovirus,related_to,Parvovirus
Parvovirus,related_to,B19
Parvovirus,related_to,Varicellazoster
Parvovirus,related_to,virus
Parvovirus,related_to,EpsteinBarr
Parvovirus,related_to,virus
Parvovirus,related_to,Measles
Parvovirus,related_to,virus
Parvovirus,related_to,Rubella
Parvovirus,related_to,virus
비타민,related_to,만성
비타민,related_to,신부전
비타민,related_to,3회
비타민,related_to,투석
비타민,related_to,받고
비타민,related_to,남자
비타민,related_to,환자
비타민,has_symptom,모공각화증
비타민,related_to,모공
비타민,related_to,꼬인
비타민,related_to,모공
비타민,related_to,주변
비타민,has_symptom,홍반
비타민,related_to,잇몸
비타민,related_to,출혈
비타민,related_to,주소로
비타민,related_to,내원하였다
비타민,related_to,환자
비타민,related_to,의심되
비타민,related_to,영양소
비타민,related_to,결핍
비타민,related_to,무엇인가
비타민,related_to,비타민
비타민,related_to,비타민
비타민,related_to,비타민
비타민,related_to,비타민
비타민,related_to,비타민
Enalapril,related_to,여성
Enalapril,has_symptom,가려움증
Enalapril,related_to,눈꺼풀
Enalapril,related_to,입술
Enalapril,related_to,부종
Enalapril,related_to,내원하였다
Enalapril,related_to,가족력
Enalapril,related_to,없다고
Enalapril,related_to,하였다
Enalapril,related_to,Bradykinin
Enalapril,related_to,분해
Enalapril,related_to,억제하여
Enalapril,related_to,이러한
Enalapril,has_symptom,증상
Enalapril,related_to,유발할
Enalapril,related_to,약제
Enalapril,related_to,무엇인가
Enalapril,related_to,Losartan
Enalapril,related_to,Enalapril
Enalapril,related_to,Amlodipine
Enalapril,related_to,Hydrochlorothiazide
Enalapril,related_to,Metoprolol
만성이동홍반,related_to,남자
만성이동홍반,related_to,1주일
만성이동홍반,related_to,산책
만성이동홍반,related_to,왼쪽
만성이동홍반,related_to,허벅지
만성이동홍반,has_symptom,진드기
만성이동홍반,related_to,물린
만성이동홍반,has_symptom,병력
만성이동홍반,related_to,있다
만성이동홍반,related_to,물린
만성이동홍반,related_to,부위
만성이동홍반,has_symptom,홍반
만성이동홍반,related_to,발생하였고
만성이동홍반,related_to,시간
만성이동홍반,related_to,지나면서
만성이동홍반,related_to,cm씩
만성이동홍반,related_to,확대되며
만성이동홍반,related_to,중심부
만성이동홍반,related_to,소멸되
만성이동홍반,has_symptom,양상
만성이동홍반,related_to,보였다
만성이동홍반,related_to,혈청
만성이동홍반,related_to,검사
만성이동홍반,related_to,Borrelia
만성이동홍반,related_to,burgdorferi
만성이동홍반,related_to,항체
만성이동홍반,has_symptom,상승된
만성이동홍반,related_to,소견
만성이동홍반,related_to,관찰되었다
만성이동홍반,related_to,환자
만성이동홍반,has_symptom,진단
만성이동홍반,related_to,가장
만성이동홍반,related_to,적절한
만성이동홍반,related_to,무엇인가
만성이동홍반,has_symptom,만성이동홍반
만성이동홍반,has_symptom,대상포진
만성이동홍반,has_symptom,단순포진
만성이동홍반,has_symptom,가와사키병
만성이동홍반,has_symptom,접촉피부염
항인지질항체증후군,related_to,여자
항인지질항체증후군,related_to,3개월
항인지질항체증후군,related_to,양측
항인지질항체증후군,related_to,하지
항인지질항체증후군,has_symptom,망상형
항인지질항체증후군,has_symptom,홍반
항인지질항체증후군,related_to,나타나고
항인지질항체증후군,related_to,양측
항인지질항체증후군,related_to,무릎
항인지질항체증후군,related_to,발가락
항인지질항체증후군,has_symptom,통증
항인지질항체증후군,related_to,호소하였다
항인지질항체증후군,related_to,햇빛
항인지질항체증후군,related_to,노출되면
항인지질항체증후군,related_to,얼굴
항인지질항체증후군,related_to,양팔
항인지질항체증후군,has_symptom,홍반성
항인지질항체증후군,has_symptom,구진
항인지질항체증후군,related_to,발생한다고
항인지질항체증후군,related_to,하였으며
항인지질항체증후군,related_to,과거
항인지질항체증후군,related_to,여러
항인지질항체증후군,related_to,차례
항인지질항체증후군,related_to,유산
항인지질항체증후군,related_to,경험한
항인지질항체증후군,has_symptom,병력
항인지질항체증후군,related_to,있다
항인지질항체증후군,related_to,혈액검사
항인지질항체증후군,related_to,ANA
항인지질항체증후군,related_to,AntidsDNA
항인지질항체증후군,related_to,Anticardiolipin
항인지질항체증후군,related_to,Ab
항인지질항체증후군,related_to,확인되었다
항인지질항체증후군,related_to,환자
항인지질항체증후군,related_to,가장
항인지질항체증후군,related_to,가능성
항인지질항체증후군,has_symptom,진단
항인지질항체증후군,related_to,무엇인가
항인지질항체증후군,has_symptom,전신홍반루푸스Systemic
항인지질항체증후군,related_to,Lupus
항인지질항체증후군,related_to,Erythematosus
항인지질항체증후군,related_to,SLE
항인지질항체증후군,related_to,류마티스
항인지질항체증후군,has_symptom,관절염Rheumatoid
항인지질항체증후군,related_to,Arthritis
항인지질항체증후군,has_symptom,항인지질항체증후군Antiphospholipid
항인지질항체증후군,related_to,Antibody
항인지질항체증후군,related_to,Syndrome
항인지질항체증후군,related_to,APS
항인지질항체증후군,related_to,쇼그렌
항인지질항체증후군,has_symptom,증후군Sjögrens
항인지질항체증후군,related_to,Syndrome
항인지질항체증후군,has_symptom,피부근염Dermatomyositis
유육종증,related_to,남자
유육종증,related_to,얼굴
유육종증,related_to,크기
유육종증,related_to,단단한
유육종증,related_to,황색
유육종증,has_symptom,구진
유육종증,related_to,발생하였다
유육종증,related_to,압시경
유육종증,related_to,검사
유육종증,related_to,사과젤리apple
유육종증,related_to,jelly
유육종증,has_symptom,양상
유육종증,related_to,관찰되었으며
유육종증,related_to,흉부
유육종증,related_to,Xray
유육종증,related_to,양측
유육종증,related_to,폐문
유육종증,has_symptom,림프절병증
유육종증,related_to,확인되었고
유육종증,related_to,혈액검사
유육종증,related_to,angiotensinconverting
유육종증,related_to,enzymeACE
유육종증,related_to,수치
유육종증,has_symptom,상승하였다
유육종증,related_to,환자
유육종증,related_to,가장
유육종증,related_to,가능성
유육종증,has_symptom,진단
유육종증,related_to,무엇인가
유육종증,has_symptom,유육종증sarcoidosis
유육종증,related_to,결핵성
유육종증,related_to,루푸스lupus
유육종증,related_to,vulgaris
유육종증,has_symptom,베체트병Behçets
유육종증,related_to,disease
유육종증,has_symptom,피부암basal
유육종증,related_to,cell
유육종증,related_to,carcinoma
유육종증,related_to,아토피
유육종증,has_symptom,피부염atopic
유육종증,related_to,dermatitis
HSV,related_to,남자
HSV,related_to,햇빛
HSV,related_to,노출된
HSV,has_symptom,반복적
HSV,related_to,발생하
HSV,has_symptom,홍반성
HSV,has_symptom,구진
HSV,related_to,물집
HSV,has_symptom,병원
HSV,related_to,방문하였다
HSV,has_symptom,병변
HSV,related_to,호전된
HSV,related_to,흉터
HSV,related_to,남겼다
HSV,related_to,조직검사
HSV,related_to,표피
HSV,related_to,물집
HSV,related_to,해면화
HSV,related_to,표피
HSV,has_symptom,각질세포
HSV,related_to,괴사
HSV,related_to,그리고
HSV,has_symptom,진피
HSV,related_to,혈관
HSV,related_to,주위
HSV,related_to,림프구
HSV,related_to,침윤
HSV,related_to,관찰되었다
HSV,has_symptom,질환
HSV,related_to,원인
HSV,related_to,바이러스
HSV,related_to,고르시오
말라세지아,related_to,남자
말라세지아,related_to,환자
말라세지아,related_to,1주일
말라세지아,related_to,겨드랑이
말라세지아,has_symptom,몸통
말라세지아,related_to,황갈색
말라세지아,related_to,비늘
말라세지아,related_to,모양
말라세지아,has_symptom,병변
말라세지아,related_to,생겨
말라세지아,related_to,내원하였다
말라세지아,related_to,우드등
말라세지아,related_to,검사
말라세지아,has_symptom,병변
말라세지아,related_to,황금색
말라세지아,related_to,발광하
말라세지아,related_to,소견
말라세지아,related_to,보였다
말라세지아,has_symptom,질환
말라세지아,related_to,원인
말라세지아,related_to,미생물
말라세지아,related_to,무엇인가
아교섬유,related_to,피부
아교섬유,has_symptom,진피층
아교섬유,related_to,주성분
아교섬유,related_to,작용하며
아교섬유,related_to,피부
아교섬유,related_to,건조
아교섬유,related_to,중량
아교섬유,related_to,75
아교섬유,related_to,차지하고
아교섬유,related_to,피부
아교섬유,related_to,장력
아교섬유,related_to,제공하
아교섬유,has_symptom,단백질
아교섬유,related_to,무엇인가
아교섬유,related_to,엘라스틴elastin
아교섬유,related_to,케라틴keratin
아교섬유,related_to,아교섬유collagen
아교섬유,related_to,fiber
아교섬유,related_to,히알루론산hyaluronic
아교섬유,related_to,acid
아교섬유,related_to,피브린fibrin
판,related_to,다음
판,has_symptom,구진
판,related_to,커지거나
판,related_to,서로
판,related_to,뭉쳐서
판,related_to,형성된
판,related_to,넓고
판,related_to,편평하게
판,related_to,융기되거나
판,related_to,함몰된
판,related_to,피부
판,has_symptom,병터
판,related_to,지칭하
판,has_symptom,원발진
판,related_to,무엇인가
판,has_symptom,구진papule
판,related_to,결절nodule
판,related_to,판plaque
판,has_symptom,반점macule
판,related_to,농포pustule
FLG,has_symptom,아토피피부염
FLG,related_to,관련된
FLG,related_to,유전자
FLG,related_to,가장
FLG,related_to,대표적인
FLG,related_to,무엇인가
FLG,related_to,FLG
FLG,related_to,돌연변
FLG,related_to,BRCA1
FLG,related_to,돌연변
FLG,related_to,CFTR
FLG,related_to,돌연변
FLG,related_to,HFE
FLG,related_to,돌연변
FLG,related_to,TP53
FLG,related_to,돌연변
첩포검사,has_symptom,알레르기접촉피부염
첩포검사,has_symptom,진단
첩포검사,related_to,가장
첩포검사,related_to,적합한
첩포검사,related_to,검사법으로
첩포검사,related_to,농도
첩포검사,related_to,조절한
첩포검사,related_to,항원
첩포검사,related_to,특수
첩포검사,related_to,용기
첩포검사,related_to,담아
첩포검사,related_to,피부
첩포검사,related_to,부착한
첩포검사,related_to,48시간
첩포검사,related_to,제거하고
첩포검사,related_to,30분
첩포검사,related_to,판독하
첩포검사,related_to,방법
첩포검사,related_to,무엇인가
첩포검사,related_to,피부단자검사skin
첩포검사,related_to,prick
첩포검사,related_to,test
첩포검사,related_to,첩포검사patch
첩포검사,related_to,test
첩포검사,related_to,혈청
첩포검사,related_to,알레르기
첩포검사,related_to,검사
첩포검사,related_to,피부생검skin
첩포검사,related_to,biopsy
첩포검사,related_to,경구유발검사oral
첩포검사,related_to,challenge
첩포검사,related_to,test
장미색잔비늘증,related_to,여성
장미색잔비늘증,has_symptom,몸통
장미색잔비늘증,related_to,주로
장미색잔비늘증,related_to,발생한
장미색잔비늘증,related_to,비늘
장미색잔비늘증,related_to,덮인
장미색잔비늘증,has_symptom,홍반성
장미색잔비늘증,has_symptom,구진
장미색잔비늘증,related_to,주소로
장미색잔비늘증,related_to,내원하였다
장미색잔비늘증,has_symptom,병변
장미색잔비늘증,related_to,피부
장미색잔비늘증,related_to,할선
장미색잔비늘증,related_to,방향
장미색잔비늘증,related_to,일치하여
장미색잔비늘증,related_to,크리스마스트리
장미색잔비늘증,related_to,모양
장미색잔비늘증,related_to,나타났다
장미색잔비늘증,related_to,환자
장미색잔비늘증,related_to,며칠
장미색잔비늘증,related_to,옆구리
장미색잔비늘증,related_to,부위
장미색잔비늘증,related_to,크기
장미색잔비늘증,related_to,비늘
장미색잔비늘증,related_to,덮인
장미색잔비늘증,has_symptom,홍반성
장미색잔비늘증,related_to,발생하였다
장미색잔비늘증,related_to,사라졌다고
장미색잔비늘증,related_to,한다
장미색잔비늘증,related_to,환자
장미색잔비늘증,has_symptom,진단
장미색잔비늘증,related_to,가장
장미색잔비늘증,related_to,가능성
장미색잔비늘증,related_to,것은
장미색잔비늘증,related_to,건선psoriasis
장미색잔비늘증,has_symptom,장미색잔비늘증pityriasis
장미색잔비늘증,related_to,rosea
장미색잔비늘증,related_to,백선tinea
장미색잔비늘증,related_to,corporis
장미색잔비늘증,related_to,아토피
장미색잔비늘증,has_symptom,피부염atopic
장미색잔비늘증,related_to,dermatitis
장미색잔비늘증,related_to,편평태선lichen
장미색잔비늘증,related_to,planus
물집유사천포창,related_to,여자
물집유사천포창,related_to,전신
물집유사천포창,related_to,발생한
물집유사천포창,related_to,긴장성
물집유사천포창,related_to,물집
물집유사천포창,related_to,심한
물집유사천포창,has_symptom,가려움증
물집유사천포창,related_to,주소로
물집유사천포창,related_to,내원하였다
물집유사천포창,related_to,환자
물집유사천포창,related_to,당뇨
물집유사천포창,has_symptom,진단받고
물집유사천포창,related_to,치료
물집유사천포창,related_to,중이었다
물집유사천포창,related_to,간접면역형광검사
물집유사천포창,related_to,IgG
물집유사천포창,related_to,항체
물집유사천포창,has_symptom,표피진피
물집유사천포창,related_to,경계부
물집유사천포창,related_to,표피쪽roof
물집유사천포창,related_to,결합된
물집유사천포창,related_to,소견
물집유사천포창,related_to,관찰되었다
물집유사천포창,related_to,환자
물집유사천포창,related_to,가장
물집유사천포창,related_to,가능성
물집유사천포창,has_symptom,진단명
물집유사천포창,related_to,무엇인가
물집유사천포창,related_to,천포창pemphigus
물집유사천포창,related_to,vulgaris
물집유사천포창,related_to,물집유사천포창bullous
물집유사천포창,related_to,pemphigoid
물집유사천포창,has_symptom,피부홍반루푸스cutaneous
물집유사천포창,related_to,lupus
물집유사천포창,related_to,erythematosus
물집유사천포창,has_symptom,접촉피부염contact
물집유사천포창,related_to,dermatitis
물집유사천포창,has_symptom,다형홍반erythema
물집유사천포창,related_to,multiforme
연조직염,related_to,남자
연조직염,related_to,오른쪽
연조직염,related_to,발등
연조직염,related_to,정강
연조직염,related_to,부위
연조직염,related_to,발생한
연조직염,has_symptom,홍반
연조직염,related_to,부종
연조직염,related_to,주소로
연조직염,related_to,내원하였다
연조직염,has_symptom,병변에
연조직염,related_to,열감
연조직염,related_to,있었고
연조직염,related_to,환자
연조직염,related_to,체온
연조직염,related_to,383도로
연조직염,related_to,발열
연조직염,has_symptom,동반되었다
연조직염,related_to,환자
연조직염,related_to,발가락
연조직염,related_to,사이에
연조직염,related_to,심한
연조직염,related_to,무좀
연조직염,related_to,관찰되었다
연조직염,related_to,환자
연조직염,has_symptom,진단
연조직염,related_to,가장
